company_id,name,website,phone_number,address,office_type,claimed_profile,is_active,parent_company_id,is_cash_home_buyer,company_logo,coverage_type,location_tag,num_reviews,avg_review_rating,reviews_last_6_months,avg_rating_last_6_months,reviews_last_18_months,avg_rating_last_18_months,num_months_with_reviews,pct_months_with_review,response_rate,total_responses,months_since_last_review,total_months_active,year_first_active,num_1_star_reviews,num_2_star_reviews,num_3_star_reviews,num_4_star_reviews,num_5_star_reviews,median_review_age_months,product_type,cities,counties,states,bbb_review_summary,bbb_last_pull_date,bbb_reviews_link,bbb_review_score,bbb_reviews,bbb_complaints,bbb_accreditation,bbb_file_opened,bbb_rating,google_profile_url,google_num_reviews,google_avg_review_rating
dd74e9f8-fad6-4750-ba1c-190f499e8059,Mike Buys Houses,https://www.mikebuyshousesforcash.com/,(248) 243-4346,"19543 Harman St, Melvindale, MI 48122",null,FALSE,TRUE,dd74e9f8-fad6-4750-ba1c-190f499e8059,TRUE,companies/logos/85a7eb62-3ede-4a37-8d50-eb5032c89a31.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,Melvindale,Wayne,Michigan,null,null,null,null,null,null,null,null,null,null,null,null
436b541e-416e-43c1-9799-1f7ebfb4084a,Real Estate Mortgage Note Buyers Oklahoma City OK,https://www.cashnoteusa.com/mortgage-note-buyers-oklahoma-city-ok/,(405) 900-8210,null,Branch,FALSE,TRUE,90d16122-e30c-4cf5-9415-c9e08222e33a,TRUE,companies/logos/ff3d6f9f-b495-49bd-8775-e8aa69c75946.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,Oklahoma City,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null
f6fde8c3-ff3e-4969-8925-f0ed897ceb41,Real Estate Mortgage Note Buyers Rancho Cucamonga CA,http://cashnoteusa.com/real-estate-mortgage-note-buyers-rancho-cucamonga-ca/,(909) 646-4515,null,Branch,FALSE,TRUE,90d16122-e30c-4cf5-9415-c9e08222e33a,TRUE,companies/logos/3b4a2d95-8232-4393-aa2d-a15a92c5ffb7.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,Rancho Cucamonga,null,California,null,null,null,null,null,null,null,null,null,null,null,null
5683d991-6095-43ad-84e9-eb9ea99cc4c3,Easy House Buyers,https://www.easyhousebuyers.com/,(703) 774-3273,"3060 Williams Dr Suite 300, Fairfax, VA 22031",null,FALSE,TRUE,5683d991-6095-43ad-84e9-eb9ea99cc4c3,TRUE,companies/logos/71332ed0-0474-45b9-98cc-127aeef96999.png,Local,"Washington, DC",12,4.666666667,7,5,7,5,6,0.06818181818,0,0,2,88,2018,1,0,0,0,11,2.5,Cash Investor,"Washington, DC",null,District of Columbia,null,null,null,null,null,null,null,null,null,"https://www.google.com/maps/place/Easy+House+Buyers/@38.866476299999995,-77.2341388,14z/data=!4m8!1m2!2m1!1sEasy+House+Buyers!3m4!1s0x89b7b557de699997:0x739a5b8fcd62909b!8m2!3d38.866476299999995!4d-77.2341388",12,4.666666667
79f7110f-66be-4720-b104-db30ab756b76,Peak Offer,https://www.peakoffer.co/,(901) 799-3453,"6000 Poplar Ave STE, Memphis, TN 38119",Local Company,FALSE,TRUE,79f7110f-66be-4720-b104-db30ab756b76,TRUE,companies/logos/73c87cf9-9db0-472a-94c6-f37e4b51d6ed.png,Local,Select cities in TN,16,4.9375,3,5,6,5,10,0.2173913043,0.375,6,3,46,2022,0,0,0,1,15,34,Cash Investor,"Nashville, Memphis, Knoxville, Chattanooga",Shelby,Tennessee,Found no reviews and no complaints,2026-01-12,https://www.bbb.org/us/tn/memphis/profile/real-estate-investing/peak-offer-0543-44181962/customer-reviews,null,null,null,FALSE,2023-01-05,A+,"https://www.google.com/maps/place/Peak+Offer/@35.1029926,-89.8612184,14z/data=!4m8!1m2!2m1!1sPeak+Offer!3m4!1s0x2cc100a906d2dc81:0x26d2717c7df96bd1!8m2!3d35.1029926!4d-89.8612184",16,4.9375
8018895c-bde6-4e12-be15-88162ac74421,Colorado Cash Free Home Buyer,https://www.coloradocashfreehomebuyer.com/,(720) 288-0592,null,null,FALSE,TRUE,8018895c-bde6-4e12-be15-88162ac74421,TRUE,companies/logos/102d71e2-5177-4ad6-ba87-700e9174eac0.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
c1da7677-40d4-4aa4-bf3e-b18f98fae9e3,Boulder Home Buyers,https://www.boulderhomebuyers.com/we-buy-houses-longmont-colorado-sell-your-house-fast/,(720) 637-4015,null,Local Company,FALSE,TRUE,c1da7677-40d4-4aa4-bf3e-b18f98fae9e3,TRUE,companies/logos/4fbbc738-b026-476f-829e-04fcee9146a6.png,null,null,1,1,0,null,0,null,1,0.02173913043,0,0,45,46,2022,1,0,0,0,0,45,Cash Investor,"Boulder, Longmont",null,Colorado,null,null,null,null,null,null,null,null,null,"https://www.google.com/maps/place/Sell+your+home+for+cash/@40.074888,-105.103411,14z/data=!4m8!1m2!2m1!1sSell+your+home+for+cash!3m4!1s0x4bb74bff8a4208ff:0x4e2c348bce4bbbd3!8m2!3d40.074888!4d-105.103411",1,1
c09ae6ee-3d17-4846-b039-09eb36fa891f,We Buy Ugly Houses and HomeVestors,https://www.webuyuglyhouses.com/asheville/?utm_source=google-business-profile,(864) 568-0489,null,Franchise,FALSE,TRUE,2f8f5444-6be5-42ce-8b7b-d1e0936b0069,TRUE,companies/logos/17794070-ac6d-4209-b8ba-36dbeea8e107.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,"Asheville, Greenville",null,"North Carolina, South Carolina",Found 4 reviews and 1 complaint,2026-01-17,https://www.bbb.org/us/sc/greenville/profile/home-buyers/homevestors-0673-90043157/customer-reviews,5,4,null,TRUE,2022-06-29,A+,null,null,null
075da820-52ae-4de5-8f80-671bde6c6499,We Buy Ugly Houses and HomeVestors,https://www.webuyuglyhouses.com/biloxi-gulfport-ms/?utm_source=google-business-profile,(228) 901-1320,null,Franchise,FALSE,TRUE,2f8f5444-6be5-42ce-8b7b-d1e0936b0069,TRUE,companies/logos/48da1e72-509c-456c-b496-0b847d33700f.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,"Biloxi, Gulfport",null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null
5b97f5ce-92de-4e22-84f4-e49606b6afd5,We Buy Ugly Houses and HomeVestors,https://www.webuyuglyhouses.com/cedar-rapids-ia/?utm_source=google-business-profile,(319) 774-3798,null,Franchise,FALSE,TRUE,2f8f5444-6be5-42ce-8b7b-d1e0936b0069,TRUE,companies/logos/d6719f9f-0374-41de-ab6d-b5f8bb91c690.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,Cedar Rapids,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null
4aa42e8c-fc06-41fc-b56c-c9e358fcb462,Innovative Home Solutions,http://www.innovativehomesolutionsus.com/,(717) 297-7386,null,null,FALSE,FALSE,4aa42e8c-fc06-41fc-b56c-c9e358fcb462,TRUE,companies/logos/2d5678c5-650f-486a-9374-3bcf4c0b8c3b.png,null,null,24,5,1,5,8,5,11,0.44,0.1666666667,4,5,25,2023,0,0,0,0,24,20,Cash Investor,null,null,Pennsylvania,null,null,https://www.bbb.org/us/ma/billerica/profile/general-contractor/innovative-home-solutions-llc-0021-189120/customer-reviews,null,null,null,TRUE,2017-03-21 0:00:00,A+,"https://www.google.com/maps/place/Innovative+Home+Solutions+-+We+Buy+Houses+Central+PA/@40.447765499999996,-76.7302225,14z/data=!4m8!1m2!2m1!1sInnovative+Home+Solutions+-+We+Buy+Houses+Central+PA!3m4!1s0x6ba8bf5b5edff74f:0xf20eb0ef10c9e29!8m2!3d40.447765499999996!4d-76.7302225",20,5
8a2b2822-e4d4-437f-a6e4-7716568ef137,We Buy Houses In Bama,https://www.webuyhousesinbama.com/,(256) 607-4109,"300 Pelham Ave SW Suite A4 #253, Huntsville, AL 35801",null,FALSE,TRUE,8a2b2822-e4d4-437f-a6e4-7716568ef137,TRUE,companies/logos/81ed5056-1e6c-41c2-91d2-9766d2d582a5.webp,Statewide,Statewide in AL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,"Alabaster, Albertville, Arab, Athens, Athens, Auburn, Bessemer, Birmingham, Birmingham, Boaz, Cullman, Cullman, Decatur, Decatur, Elkmont, Florence, Florence, Good Hope, Gulf Shores, Guntersville, Guntersville, Hartselle, Hartselle, Harvest, Harvest, Hayden, Hazel Green, Hazel Green, Hoover, Huntsville, Huntsville, Madison, Madison, Meridianville, Mobile, Montgomery, Moulton, Muscle Shoals, Muscle Shoals, New Hope, New Market, Owens Cross Roads, Scottsboro, Toney, Tuscaloosa, Vestavia Hills",Madison,Alabama,Found no reviews and no complaints,2026-01-15,https://www.bbb.org/us/al/huntsville/profile/home-buyers/we-buy-houses-in-bama-0513-900262620/customer-reviews,null,null,null,FALSE,2021-03-01,Not Rated,null,null,null
a6dd4fff-ff1a-46a5-a7ae-d7628ba35274,"Yowza Home Buyer, LLC",https://www.yowzamaxcashhomebuyers.com/,(941) 545-3677,null,Local Company,FALSE,TRUE,a6dd4fff-ff1a-46a5-a7ae-d7628ba35274,TRUE,companies/logos/95d2f188-3e0a-4efe-9072-bd1fd3ee4804.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,"Cape Coral, Jacksonville, Lakeland, Miami, Orlando, Port St. Lucie, St. Petersburg, Tallahassee, Tampa",null,Florida,null,null,null,null,null,null,null,null,null,null,null,null
b05e723d-6706-43bd-adb3-0f7be76e6349,Tuscaloosa Fast Home Buyer,https://www.tuscaloosafasthomebuyer.com/,(205) 216-4430,null,Local Company,FALSE,TRUE,b05e723d-6706-43bd-adb3-0f7be76e6349,TRUE,companies/logos/a5083b74-afbd-4089-803b-5295d42de07b.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,Tuscaloosa,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null
c2d5c170-35f2-46a5-8922-d7ab8999ffb2,"We Buy Houses Jackson, TN",https://webuyhousesjacksontn.com/fast-cash-offer-form,(731) 234-0873,"724 Airways Blvd g, Jackson, TN 38301",null,FALSE,TRUE,c2d5c170-35f2-46a5-8922-d7ab8999ffb2,TRUE,companies/logos/9e06e6f4-1e1c-4a05-90cc-8ae94fd0ced9.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,Jackson,Madison,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null
688ef932-e3bc-4419-a43a-ce5fdbfccf67,We Buy Ugly Houses and HomeVestors,https://www.webuyuglyhouses.com/?utm_source=google-business-profile&utm_medium=organic&utm_campaign=business-listing&utm_id=corporate-office&y_source=1_MTQ4MTMzMTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(972) 761-0046,"6500 Greenville Ave # 400, Dallas, TX 75206",Branch,FALSE,TRUE,2f8f5444-6be5-42ce-8b7b-d1e0936b0069,TRUE,companies/logos/e82e7435-b7ad-4862-b034-d31312bd65f9.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,Dallas,Dallas,Texas,null,null,null,null,null,null,null,null,null,null,null,null
61ece0f3-172b-4d1b-8d42-ccc81cd4df48,We Buy Ugly Houses and HomeVestors,https://www.webuyuglyhouses.com/morris-essex/?utm_source=google-business-profile,(862) 437-4867,null,Franchise,FALSE,TRUE,2f8f5444-6be5-42ce-8b7b-d1e0936b0069,TRUE,companies/logos/58a5cb83-4d37-4b74-95a1-93302d049e10.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,"East Orange, Newark",null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null
21b61d04-83db-458c-a7c4-db0f041515f9,we buy ugly houses sacramento,https://www.webuyuglyhouses.com/sacramento/,(916) 694-0338,"1215 K St Floor 17, Sacramento, CA 95814",Branch,FALSE,TRUE,2f8f5444-6be5-42ce-8b7b-d1e0936b0069,TRUE,companies/logos/2b687684-847b-4e36-81e2-44f3c29eba95.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,Sacramento,Sacramento,California,null,null,null,null,null,null,null,null,null,null,null,null
1725695c-5550-44d5-8876-706be53e8203,DC House Buyers,http://www.swingrealestate.net/,(202) 888-0560,null,null,FALSE,FALSE,1725695c-5550-44d5-8876-706be53e8203,TRUE,companies/logos/4aa54254-bf91-4caa-9ced-ee3ad2e1e5cc.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1d71c477-b269-4b3c-af60-67c73d5b1d2e,Zenhomes LLC,https://www.acehomeoffer.com/sell-my-house-fast-st-augustine/,(321) 593-3541,null,null,FALSE,TRUE,1d71c477-b269-4b3c-af60-67c73d5b1d2e,TRUE,companies/logos/6871cc09-118b-45b5-8b09-95193f033b18.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3244b19d-2486-4250-a951-8b2a74b78cac,Kyle Buys Houses,https://www.louisvillesellmyhousefast.com/,(502) 200-9903,"1421 Larchmont Ave, Louisville, KY 40215",null,FALSE,FALSE,3244b19d-2486-4250-a951-8b2a74b78cac,TRUE,companies/logos/6fe89af7-be1b-4ca9-905f-ff4789497a7d.webp,null,null,1,5,0,null,1,5,1,0.1428571429,0,0,6,7,2024,0,0,0,0,1,6,Cash Investor,Louisville,Jefferson,Kentucky,null,null,https://www.bbb.org/us/ky/louisville/profile/home-buyers/kyle-buys-houses-0402-1591645/customer-reviews,5,2,0,null,null,null,null,null,null
4053d76b-98ea-477c-98b5-8b895711981c,Element Homebuyers,https://www.elementhomebuyers.com/lincoln/?utm_source=gmb,(402) 810-7070,"3900 Old Cheney Rd ste 201-125, Lincoln, NE 68516",null,FALSE,TRUE,4053d76b-98ea-477c-98b5-8b895711981c,TRUE,companies/logos/18431873-bea8-464f-a04d-4d2118e79767.webp,null,null,3,5,0,null,0,null,2,0.02816901408,0.6666666667,2,33,71,2020,0,0,0,0,3,70,Cash Investor,Lincoln,Lancaster,Nebraska,Found 2 reviews and no complaints,2026-01-12,https://www.bbb.org/us/ne/lincoln/profile/home-buyers/element-homebuyers-0714-300200229/customer-reviews,5,1,null,FALSE,2019-12-09,A+,"https://www.google.com/maps/place/Element+Homebuyers+-+We+Buy+Houses/@40.755868199999995,-96.6638955,14z/data=!4m8!1m2!2m1!1sElement+Homebuyers+-+We+Buy+Houses!3m4!1s0x879695e2a8155555:0xd408f7100faf365a!8m2!3d40.755868199999995!4d-96.6638955",2,5
579b5513-39c5-4587-a04a-5fa3224686ad,People 2 People Home Solutions,https://ready2movequick.fidelityhousebuyers.com/,(734) 249-8395,null,null,FALSE,TRUE,579b5513-39c5-4587-a04a-5fa3224686ad,TRUE,companies/logos/fff53fc9-d2a8-41bc-b405-02c5048be8ee.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
5b3fc25f-29e0-4621-a620-0414cbd2bdd4,Settlement House Buyers,https://www.settlementhousebuyers.com/,(512) 991-3109,"13359 US-183, Austin, TX 78750",Local Company,FALSE,TRUE,5b3fc25f-29e0-4621-a620-0414cbd2bdd4,TRUE,companies/logos/7520f1b1-8af2-4111-8643-8616d7c5c334.jpg,Local,Select cities in TX,4,5,0,null,0,null,2,0.06060606061,0,0,28,33,2023,0,0,0,0,4,30,Cash Investor,"Austin, Corpus Christi, Georgetown, Killeen, San Antonio",Travis,Texas,null,null,null,null,null,null,null,null,null,"https://www.google.com/maps/place/Settlement+House+Buyers/@30.4484866,-97.78734829999999,14z/data=!4m8!1m2!2m1!1sSettlement+House+Buyers!3m4!1s0x865b3399b9e7cfb3:0x9d07b32d01f3f4bf!8m2!3d30.4484866!4d-97.78734829999999",4,5
61501111-d48d-41ee-9fb7-20d5ebca0a3c,Home Cash Buyers Dallas,https://homecashbuyersdallas.com/,(214) 706-4277,"5944 Luther Ln, Dallas, TX 75225",null,FALSE,TRUE,61501111-d48d-41ee-9fb7-20d5ebca0a3c,TRUE,companies/logos/fdecd47d-efba-4ee6-b7b4-560544520442.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,Dallas,Dallas,Texas,null,null,null,null,null,null,null,null,null,null,null,null
783ecca7-4dde-41ca-b19e-6dd65841d13e,Beau Buys Houses,https://www.facebook.com/BeauBuysHousesFast/,(337) 422-4381,"3235 LA-343, Maurice, LA 70555",null,FALSE,TRUE,783ecca7-4dde-41ca-b19e-6dd65841d13e,TRUE,companies/logos/37ab6510-3248-4555-8cb5-d4f7f4f30824.png,null,null,1,5,0,null,0,null,1,0.01785714286,0,0,55,56,2021,0,0,0,0,1,55,Cash Investor,Maurice,Vermilion,Louisiana,null,null,null,null,null,null,null,null,null,"https://www.google.com/maps/place/Beau+Buys+Houses+Fast/@30.1052228,-92.1750077,14z/data=!4m8!1m2!2m1!1sBeau+Buys+Houses+Fast!3m4!1s0x86235f945cc1f565:0xb54d5ec3576b4a3e!8m2!3d30.1052228!4d-92.1750077",1,5
830278cc-88bf-4a67-9e21-ff18a1e3f200,Rose City Home Buyers,http://ibuyportlandhouses.com/,(971) 280-0181,"3203 NE Klickitat St, Portland, OR 97212",null,FALSE,FALSE,830278cc-88bf-4a67-9e21-ff18a1e3f200,TRUE,companies/logos/87bcf86b-1137-4d7f-98e4-fb425baf8a80.png,null,null,3,5,0,null,0,null,2,0.05555555556,0.3333333333,1,26,36,2022,0,0,0,0,3,35,Cash Investor,Portland,Multnomah,Oregon,null,null,null,null,null,null,null,null,null,"https://www.google.com/maps/place/Rose+City+Home+Buyers/@45.5469401,-122.63252729999999,14z/data=!4m8!1m2!2m1!1sRose+City+Home+Buyers!3m4!1s0x5495a177a72349cb:0xfc9dad07931539d7!8m2!3d45.5469401!4d-122.63252729999999",3,5
9081541d-4a68-43aa-a85d-ff54d066c175,Sell House Fast Cash Bradenton,https://www.bradentonsellhousefastbuyers.com/,(941) 877-5111,null,Local Company,FALSE,TRUE,7d2f7d18-e6d2-4e71-9319-f8f9e71a85b9,TRUE,companies/logos/a1a2456d-d1c8-4aae-aeba-e908f954ca38.png,Local,"Bradenton, FL",6,4.333333333,0,null,3,3.666666667,5,0.1724137931,0.8333333333,5,16,29,2023,1,0,0,0,5,22.5,Cash Investor,"Bayshore Gardens, Bradenton, Fruitville, Lakewood Ranch, Largo, Myakka city, North Port, Palmetto, Pinellas Park, Saint Petersburg, Samoset, Sarasota , Seminole, Venice",null,Florida,null,null,null,null,null,null,null,null,null,"https://www.google.com/maps/place/Sell+House+Fast+Bradenton+Home+Buyers/@27.483183,-82.5969738,14z/data=!4m8!1m2!2m1!1sSell+House+Fast+Bradenton+Home+Buyers!3m4!1s0x29455606a03a2ad9:0x331b2010ec8473cc!8m2!3d27.483183!4d-82.5969738",6,4.333333333
98aa811b-3f69-4690-a1f6-abc659362f26,1 Hour Cash Offers,https://www.1hourcashoffers.com/contact-us/,(888) 596-0983,"2425 S 55th St, Kansas City, KS 66106",null,FALSE,FALSE,98aa811b-3f69-4690-a1f6-abc659362f26,TRUE,companies/logos/1f867efd-dedc-45b9-98c3-2acbec8a62f7.png,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Cash Investor,Kansas City,Wyandotte,Kansas,null,null,null,null,null,null,null,null,null,null,null,null
